File,Size Metric,Density Metric,Separability Metric,Constraint Variability Metric
model10_deepseek_reconstructed.json,31,1.2,0.16129032258064516,0.5991556706386704
model10_deepseek_zeroshot_reconstructed.json,28,1.2,0.10714285714285714,0.5991556706386704
model10_xai_reconstructed.json,30,1.2,0.16666666666666666,0.5991556706386704
model10_xai_zeroshot_reconstructed.json,31,1.2,0.16129032258064516,0.4591479170272448
model10_zai_reconstructed.json,30,1.2,0.16666666666666666,0.5991556706386704
model10_zai_zeroshot_reconstructed.json,30,1.2,0.16666666666666666,0.5991556706386704
model130.json,16,1.5,0.0625,0.8096568334164151
model130_anthropic_reconstructed.json,32,2.6666666666666665,0.03125,1.0
model130_anthropic_zeroshot_reconstructed.json,16,1.5,0.0625,0.8824252235446575
model130_deepseek_reconstructed.json,16,1.5,0.0625,0.8096568334164151
model130_deepseek_zeroshot_reconstructed.json,19,1.8333333333333333,0.05263157894736842,0.8897213752718901
model130_xai_reconstructed.json,16,1.5,0.0625,0.8096568334164151
model130_xai_zeroshot_reconstructed.json,17,1.8,0.11764705882352941,0.7964579330480928
model130_zai_reconstructed.json,16,1.5,0.0625,0.8096568334164151
model130_zai_zeroshot_reconstructed.json,15,1.5,0.06666666666666667,0.8096568334164151
model132.json,20,1.0,0.1,0.8322488896002307
model132_anthropic_reconstructed.json,20,1.0,0.1,0.8322488896002307
model132_anthropic_zeroshot_reconstructed.json,20,1.0,0.1,0.8322488896002307
model132_deepseek_reconstructed.json,20,1.0,0.1,0.8322488896002307
model132_deepseek_zeroshot_reconstructed.json,20,1.0,0.1,0.9211854965885542
model132_xai_reconstructed.json,20,1.0,0.1,0.8322488896002307
model132_xai_zeroshot_reconstructed.json,19,1.0,0.10526315789473684,0.6460148371100896
model132_zai_reconstructed.json,20,1.0,0.1,0.8322488896002307
model132_zai_zeroshot_reconstructed.json,19,1.0,0.10526315789473684,0.8322488896002307
model138.json,20,1.25,0.15,0.6989700043360187
model138_anthropic_reconstructed.json,34,2.0,0.029411764705882353,0.9884897434514176
model138_anthropic_zeroshot_reconstructed.json,20,1.25,0.15,0.7324867603589635
model138_deepseek_reconstructed.json,0,0.0,0.0,0.0
model138_deepseek_zeroshot_reconstructed.json,21,1.25,0.14285714285714285,0.7739760316291207
model138_xai_reconstructed.json,20,1.25,0.15,0.6989700043360187
model138_xai_zeroshot_reconstructed.json,20,1.25,0.15,0.7324867603589635
model138_zai_reconstructed.json,20,1.25,0.15,0.6989700043360187
model138_zai_zeroshot_reconstructed.json,20,1.25,0.15,0.6989700043360187
model144.json,25,1.4,0.04,0.9136782503460235
model144_anthropic_reconstructed.json,30,1.8,0.03333333333333333,0.9674806887828933
model144_anthropic_zeroshot_reconstructed.json,25,1.4,0.04,0.9136782503460235
model144_deepseek_reconstructed.json,25,1.4,0.04,0.9136782503460235
model144_deepseek_zeroshot_reconstructed.json,26,1.4,0.07692307692307693,0.9417346261113358
model144_xai_reconstructed.json,25,1.4,0.04,0.9136782503460235
model144_xai_zeroshot_reconstructed.json,24,1.4,0.041666666666666664,0.9416474979412397
model144_zai_reconstructed.json,25,1.4,0.04,0.9136782503460235
model144_zai_zeroshot_reconstructed.json,25,1.4,0.04,0.9136782503460235
model148.json,20,1.0,0.15,0.5
model148_anthropic_reconstructed.json,38,1.8,0.02631578947368421,0.9869256948050225
model148_anthropic_zeroshot_reconstructed.json,20,1.0,0.15,0.5
model148_deepseek_reconstructed.json,20,1.0,0.15,0.5
model148_deepseek_zeroshot_reconstructed.json,20,1.0,0.15,0.5938097293030347
model148_xai_reconstructed.json,20,1.0,0.15,0.5
model148_xai_zeroshot_reconstructed.json,23,1.3,0.043478260869565216,0.5725552071907913
model148_zai_reconstructed.json,20,1.0,0.15,0.5
model148_zai_zeroshot_reconstructed.json,20,1.0,0.15,0.5
model15.json,20,1.0,0.15,0.8154648767857287
model15_anthropic_reconstructed.json,36,1.7,0.027777777777777776,1.0
model15_anthropic_zeroshot_reconstructed.json,20,1.0,0.15,0.7505430557959408
model15_deepseek_reconstructed.json,20,1.0,0.15,0.8154648767857287
model15_deepseek_zeroshot_reconstructed.json,20,1.0,0.15,0.8154648767857287
model15_xai_reconstructed.json,20,1.0,0.15,0.8154648767857287
model15_xai_zeroshot_reconstructed.json,22,1.1428571428571428,0.13636363636363635,0.9030899869919436
model15_zai_reconstructed.json,20,1.0,0.15,0.8154648767857287
model15_zai_zeroshot_reconstructed.json,20,1.0,0.15,0.8154648767857287
model16.json,30,1.2,0.16666666666666666,0.5802792108518124
model16_anthropic_reconstructed.json,45,1.7333333333333334,0.022222222222222223,0.9785357527432259
model16_anthropic_zeroshot_reconstructed.json,30,1.2,0.16666666666666666,0.5802792108518124
model16_deepseek_reconstructed.json,30,1.2,0.16666666666666666,0.5802792108518124
model16_deepseek_zeroshot_reconstructed.json,29,1.2,0.13793103448275862,0.5802792108518124
model16_xai_reconstructed.json,30,1.2,0.16666666666666666,0.5802792108518124
model16_xai_zeroshot_reconstructed.json,30,1.2222222222222223,0.06666666666666667,0.8192396241378059
model16_zai_reconstructed.json,30,1.2,0.16666666666666666,0.5802792108518124
model16_zai_zeroshot_reconstructed.json,27,1.2,0.1111111111111111,0.5802792108518124
model172.json,30,1.1666666666666667,0.2,0.7586544129592989
model172_anthropic_reconstructed.json,44,1.7142857142857142,0.045454545454545456,0.9767293732184712
model172_anthropic_zeroshot_reconstructed.json,30,1.1666666666666667,0.2,0.7033938669751947
model172_deepseek_reconstructed.json,30,1.1666666666666667,0.2,0.7586544129592989
model172_deepseek_zeroshot_reconstructed.json,30,1.1666666666666667,0.2,0.7586544129592989
model172_xai_reconstructed.json,30,1.1666666666666667,0.2,0.7586544129592989
model172_xai_zeroshot_reconstructed.json,31,1.1666666666666667,0.1935483870967742,0.7289176125807095
model172_zai_reconstructed.json,30,1.1666666666666667,0.2,0.7586544129592989
model172_zai_zeroshot_reconstructed.json,30,1.1666666666666667,0.2,0.7586544129592989
model179.json,24,1.2,0.041666666666666664,0.603759374819711
model179_anthropic_reconstructed.json,42,1.8,0.023809523809523808,0.9929910186265143
model179_anthropic_zeroshot_reconstructed.json,22,1.2,0.045454545454545456,0.603759374819711
model179_deepseek_reconstructed.json,23,1.2,0.043478260869565216,0.603759374819711
model179_deepseek_zeroshot_reconstructed.json,23,1.1,0.043478260869565216,0.8043461359047004
model179_xai_reconstructed.json,22,1.2,0.045454545454545456,0.603759374819711
model179_xai_zeroshot_reconstructed.json,24,1.4,0.041666666666666664,0.929906376575379
model179_zai_reconstructed.json,24,1.2,0.041666666666666664,0.603759374819711
model179_zai_zeroshot_reconstructed.json,22,1.2,0.045454545454545456,0.603759374819711
model185.json,20,1.0,0.15,0.885621874580711
model185_anthropic_reconstructed.json,20,1.0,0.15,0.885621874580711
model185_anthropic_zeroshot_reconstructed.json,20,1.0,0.15,0.885621874580711
model185_deepseek_reconstructed.json,0,0.0,0.0,0.0
model185_deepseek_zeroshot_reconstructed.json,19,1.0,0.10526315789473684,0.885621874580711
model185_xai_reconstructed.json,21,1.5,0.14285714285714285,0.8450980400142569
model185_xai_zeroshot_reconstructed.json,20,1.0,0.15,0.9357849740192011
model185_zai_reconstructed.json,20,1.0,0.15,0.885621874580711
model185_zai_zeroshot_reconstructed.json,20,1.0,0.15,0.885621874580711
model186.json,30,1.0,0.2,0.7124143742160444
model186_anthropic_reconstructed.json,46,1.6,0.021739130434782608,0.9907755543529609
model186_anthropic_zeroshot_reconstructed.json,30,1.0,0.16666666666666666,0.7124143742160444
model186_deepseek_reconstructed.json,0,0.0,0.0,0.0
model186_deepseek_zeroshot_reconstructed.json,38,1.125,0.15789473684210525,0.8064606485487904
model186_xai_reconstructed.json,30,1.0,0.2,0.7124143742160444
model186_xai_zeroshot_reconstructed.json,29,1.0,0.20689655172413793,0.6439156385193586
model186_zai_reconstructed.json,30,1.0,0.2,0.7124143742160444
model186_zai_zeroshot_reconstructed.json,30,1.125,0.16666666666666666,0.8125214573444728
model191.json,25,1.1,0.04,0.4394969869215134
model191_anthropic_reconstructed.json,40,1.9,0.025,0.9830345099398433
model191_anthropic_zeroshot_reconstructed.json,21,1.1,0.047619047619047616,0.4394969869215134
model191_deepseek_reconstructed.json,21,1.1,0.047619047619047616,0.4394969869215134
model191_deepseek_zeroshot_reconstructed.json,18,1.0,0.16666666666666666,0.8112781244591328
model191_xai_reconstructed.json,22,1.2,0.045454545454545456,0.5152734452350943
model191_xai_zeroshot_reconstructed.json,19,0.9,0.05263157894736842,0.7642045065086203
model191_zai_reconstructed.json,25,1.1,0.04,0.4394969869215134
model191_zai_zeroshot_reconstructed.json,21,1.125,0.09523809523809523,0.8916786100351444
model192.json,19,1.25,0.15789473684210525,0.6989700043360187
model192_anthropic_reconstructed.json,28,2.0,0.03571428571428571,0.9929910186265143
model192_anthropic_zeroshot_reconstructed.json,19,1.25,0.15789473684210525,0.6989700043360187
model192_deepseek_reconstructed.json,19,1.25,0.15789473684210525,0.6989700043360187
model192_deepseek_zeroshot_reconstructed.json,19,1.25,0.15789473684210525,0.7324867603589635
model192_xai_reconstructed.json,19,1.25,0.15789473684210525,0.6989700043360187
model192_xai_zeroshot_reconstructed.json,19,1.25,0.21052631578947367,0.6406426982957873
model192_zai_reconstructed.json,19,1.25,0.15789473684210525,0.6989700043360187
model192_zai_zeroshot_reconstructed.json,19,1.25,0.15789473684210525,0.7324867603589635
model200.json,17,1.1428571428571428,0.17647058823529413,0.6695919455357793
model200_anthropic_reconstructed.json,17,1.1428571428571428,0.17647058823529413,0.6695919455357793
model200_anthropic_zeroshot_reconstructed.json,17,1.1428571428571428,0.17647058823529413,0.6695919455357793
model200_deepseek_reconstructed.json,23,1.1428571428571428,0.13043478260869565,0.7743974703476992
model200_deepseek_zeroshot_reconstructed.json,16,1.1428571428571428,0.0625,0.875
model200_xai_reconstructed.json,17,1.1428571428571428,0.17647058823529413,0.6695919455357793
model200_xai_zeroshot_reconstructed.json,23,1.3333333333333333,0.043478260869565216,0.9355245321275764
model200_zai_reconstructed.json,17,1.1428571428571428,0.17647058823529413,0.6695919455357793
model200_zai_zeroshot_reconstructed.json,16,1.0,0.25,0.7295739585136224
model202.json,25,1.4444444444444444,0.08,0.9112138333210745
model202_anthropic_reconstructed.json,40,2.1,0.025,0.989150878635484
model202_anthropic_zeroshot_reconstructed.json,25,1.4444444444444444,0.08,0.9112138333210745
model202_deepseek_reconstructed.json,25,1.4444444444444444,0.08,0.9112138333210745
model202_deepseek_zeroshot_reconstructed.json,25,1.4444444444444444,0.08,0.9112138333210745
model202_xai_reconstructed.json,25,1.4444444444444444,0.08,0.9112138333210745
model202_xai_zeroshot_reconstructed.json,25,1.4444444444444444,0.08,0.9362524292006282
model202_zai_reconstructed.json,25,1.4444444444444444,0.08,0.9112138333210745
model202_zai_zeroshot_reconstructed.json,24,1.4444444444444444,0.08333333333333333,0.9112138333210745
model205.json,30,1.2857142857142858,0.2,0.7139509316223278
model205_anthropic_reconstructed.json,30,1.2857142857142858,0.2,0.7139509316223278
model205_anthropic_zeroshot_reconstructed.json,30,1.2857142857142858,0.2,0.7139509316223278
model205_deepseek_reconstructed.json,30,1.2857142857142858,0.2,0.7139509316223278
model205_deepseek_zeroshot_reconstructed.json,30,1.2857142857142858,0.2,0.7139509316223278
model205_xai_reconstructed.json,44,1.3333333333333333,0.09090909090909091,0.9375
model205_xai_zeroshot_reconstructed.json,31,1.1428571428571428,0.16129032258064516,0.8194483718728035
model205_zai_reconstructed.json,30,1.2857142857142858,0.2,0.7139509316223278
model205_zai_zeroshot_reconstructed.json,34,1.4444444444444444,0.14705882352941177,0.7319237654361287
model207.json,30,1.0,0.06666666666666667,0.23422152036528648
model207_anthropic_reconstructed.json,30,1.0,0.06666666666666667,0.23422152036528648
model207_anthropic_zeroshot_reconstructed.json,30,1.0,0.06666666666666667,0.23422152036528648
model207_deepseek_reconstructed.json,30,1.0,0.06666666666666667,0.23422152036528648
model207_deepseek_zeroshot_reconstructed.json,33,1.0666666666666667,0.030303030303030304,0.5435644431995964
model207_xai_reconstructed.json,30,1.0,0.06666666666666667,0.23422152036528648
model207_xai_zeroshot_reconstructed.json,33,1.2,0.030303030303030304,0.5487689199209768
model207_zai_reconstructed.json,30,1.0,0.06666666666666667,0.23422152036528648
model207_zai_zeroshot_reconstructed.json,31,1.0666666666666667,0.03225806451612903,0.4218171993945601
model208.json,20,1.0,0.15,0.8154648767857287
model208_anthropic_reconstructed.json,36,1.9,0.027777777777777776,0.9999999999999996
model208_anthropic_zeroshot_reconstructed.json,20,1.0,0.15,0.8154648767857287
model208_deepseek_reconstructed.json,20,1.0,0.15,0.8154648767857287
model208_deepseek_zeroshot_reconstructed.json,0,0.0,0.0,0.0
model208_xai_reconstructed.json,20,1.0,0.15,0.8154648767857287
model208_xai_zeroshot_reconstructed.json,20,1.0,0.15,0.8154648767857287
model208_zai_reconstructed.json,20,1.0,0.15,0.8154648767857287
model208_zai_zeroshot_reconstructed.json,20,1.0,0.15,0.8154648767857287
model212.json,18,1.25,0.05555555555555555,0.8813534532688831
model212_anthropic_reconstructed.json,18,1.25,0.05555555555555555,0.8813534532688831
model212_anthropic_zeroshot_reconstructed.json,18,1.25,0.05555555555555555,0.8813534532688831
model212_deepseek_reconstructed.json,18,1.25,0.05555555555555555,0.8813534532688831
model212_deepseek_zeroshot_reconstructed.json,23,1.25,0.043478260869565216,0.8813534532688831
model212_xai_reconstructed.json,18,1.25,0.05555555555555555,0.8813534532688831
model212_xai_zeroshot_reconstructed.json,18,1.25,0.05555555555555555,0.8813534532688831
model212_zai_reconstructed.json,18,1.25,0.05555555555555555,0.8813534532688831
model212_zai_zeroshot_reconstructed.json,18,1.25,0.05555555555555555,0.8813534532688831
model221.json,30,1.2,0.16666666666666666,0.8261650471771163
model221_anthropic_reconstructed.json,43,1.6,0.023255813953488372,0.9999999999999996
model221_anthropic_zeroshot_reconstructed.json,29,1.2,0.13793103448275862,0.8261650471771163
model221_deepseek_reconstructed.json,30,1.2,0.16666666666666666,0.8261650471771163
model221_deepseek_zeroshot_reconstructed.json,31,1.2,0.0967741935483871,0.6934264036172707
model221_xai_reconstructed.json,30,1.2,0.16666666666666666,0.8261650471771163
model221_xai_zeroshot_reconstructed.json,36,1.4,0.05555555555555555,0.7168601744668612
model221_zai_reconstructed.json,30,1.2,0.16666666666666666,0.8261650471771163
model221_zai_zeroshot_reconstructed.json,31,1.4,0.16129032258064516,0.793465998035776
model234.json,30,1.2727272727272727,0.16666666666666666,0.7551630862513186
model234_anthropic_reconstructed.json,30,1.2727272727272727,0.16666666666666666,0.7551630862513186
model234_anthropic_zeroshot_reconstructed.json,30,1.2727272727272727,0.16666666666666666,0.7551630862513186
model234_deepseek_reconstructed.json,30,1.2727272727272727,0.16666666666666666,0.7551630862513186
model234_deepseek_zeroshot_reconstructed.json,26,1.2727272727272727,0.038461538461538464,0.7551630862513186
model234_xai_reconstructed.json,30,1.2727272727272727,0.16666666666666666,0.7551630862513186
model234_xai_zeroshot_reconstructed.json,33,1.3076923076923077,0.09090909090909091,0.7709118050664143
model234_zai_reconstructed.json,30,1.2727272727272727,0.16666666666666666,0.7551630862513186
model234_zai_zeroshot_reconstructed.json,30,1.2727272727272727,0.16666666666666666,0.7551630862513186
model247.json,30,1.0769230769230769,0.1,0.8085465990227774
model247_anthropic_reconstructed.json,62,2.25,0.04838709677419355,0.8567135500246339
model247_anthropic_zeroshot_reconstructed.json,36,1.0769230769230769,0.08333333333333333,0.6435270140593634
model247_deepseek_reconstructed.json,30,1.0769230769230769,0.1,0.8085465990227774
model247_deepseek_zeroshot_reconstructed.json,34,1.3846153846153846,0.08823529411764706,0.8261650471771163
model247_xai_reconstructed.json,30,1.0769230769230769,0.1,0.8085465990227774
model247_xai_zeroshot_reconstructed.json,44,1.7333333333333334,0.022727272727272728,0.9008303764641332
model247_zai_reconstructed.json,30,1.0769230769230769,0.1,0.8085465990227774
model247_zai_zeroshot_reconstructed.json,29,1.0,0.10344827586206896,0.5700578392573046
model248.json,25,1.0,0.04,0.7627069065377661
model248_anthropic_reconstructed.json,38,1.9,0.02631578947368421,0.9999999999999996
model248_anthropic_zeroshot_reconstructed.json,25,1.0,0.04,0.7627069065377661
model248_deepseek_reconstructed.json,25,1.0,0.04,0.7627069065377661
model248_deepseek_zeroshot_reconstructed.json,27,1.0,0.037037037037037035,0.7627069065377661
model248_xai_reconstructed.json,25,1.0,0.04,0.7627069065377661
model248_xai_zeroshot_reconstructed.json,23,1.0,0.043478260869565216,0.8359750080865052
model248_zai_reconstructed.json,25,1.0,0.04,0.7627069065377661
model248_zai_zeroshot_reconstructed.json,21,1.0,0.047619047619047616,0.94268071481726
model28.json,18,1.125,0.05555555555555555,0.9409583900892993
model28_anthropic_reconstructed.json,18,1.125,0.05555555555555555,0.9409583900892993
model28_anthropic_zeroshot_reconstructed.json,18,1.125,0.05555555555555555,0.9409583900892993
model28_deepseek_reconstructed.json,18,1.125,0.05555555555555555,0.9409583900892993
model28_deepseek_zeroshot_reconstructed.json,21,1.25,0.047619047619047616,0.9464119282150145
model28_xai_reconstructed.json,18,1.125,0.05555555555555555,0.9409583900892993
model28_xai_zeroshot_reconstructed.json,18,1.0,0.1111111111111111,0.8020464921255943
model28_zai_reconstructed.json,18,1.125,0.05555555555555555,0.9409583900892993
model28_zai_zeroshot_reconstructed.json,18,1.125,0.05555555555555555,0.9409583900892993
model35.json,30,1.0,0.1,0.4591479170272448
model35_anthropic_reconstructed.json,30,1.0,0.1,0.4591479170272448
model35_anthropic_zeroshot_reconstructed.json,30,1.0,0.1,0.4591479170272448
model35_deepseek_reconstructed.json,30,1.0,0.1,0.4591479170272448
model35_deepseek_zeroshot_reconstructed.json,32,1.0,0.0625,0.4591479170272448
model35_xai_reconstructed.json,30,1.0,0.1,0.4591479170272448
model35_xai_zeroshot_reconstructed.json,34,1.0,0.08823529411764706,0.3954884891037233
model35_zai_reconstructed.json,30,1.0,0.1,0.4591479170272448
model35_zai_zeroshot_reconstructed.json,33,1.0,0.09090909090909091,0.4394969869215134
model38.json,18,1.2,0.16666666666666666,0.7505430557959409
model38_anthropic_reconstructed.json,25,1.625,0.04,0.9892972558517699
model38_anthropic_zeroshot_reconstructed.json,18,1.2,0.16666666666666666,0.6833107630895869
model38_deepseek_reconstructed.json,18,1.2,0.16666666666666666,0.7505430557959409
model38_deepseek_zeroshot_reconstructed.json,18,1.0,0.16666666666666666,0.6846046005037072
model38_xai_reconstructed.json,18,1.2,0.16666666666666666,0.7505430557959409
model38_xai_zeroshot_reconstructed.json,18,1.2,0.16666666666666666,0.7505430557959409
model38_zai_reconstructed.json,18,1.2,0.16666666666666666,0.7505430557959409
model38_zai_zeroshot_reconstructed.json,18,1.2,0.16666666666666666,0.6833107630895869
model44.json,20,1.0,0.15,0.7737056144690833
model44_anthropic_reconstructed.json,38,2.0,0.02631578947368421,0.9839668887747173
model44_anthropic_zeroshot_reconstructed.json,20,1.0,0.15,0.7124143742160444
model44_deepseek_reconstructed.json,20,1.0,0.15,0.7737056144690833
model44_deepseek_zeroshot_reconstructed.json,20,1.0,0.15,0.7737056144690833
model44_xai_reconstructed.json,20,1.0,0.15,0.7737056144690833
model44_xai_zeroshot_reconstructed.json,20,1.0,0.15,0.7737056144690833
model44_zai_reconstructed.json,20,1.0,0.15,0.7737056144690833
model44_zai_zeroshot_reconstructed.json,20,1.0,0.15,0.7737056144690833
model5.json,17,1.0,0.17647058823529413,0.6460148371100896
model53.json,30,1.0,0.16666666666666666,0.6854752972273344
model53_anthropic_reconstructed.json,37,1.2857142857142858,0.05405405405405406,0.9591479170272447
model53_anthropic_zeroshot_reconstructed.json,30,1.0,0.16666666666666666,0.6854752972273344
model53_deepseek_reconstructed.json,29,1.0,0.1724137931034483,0.6854752972273344
model53_deepseek_zeroshot_reconstructed.json,30,1.0,0.16666666666666666,0.6854752972273344
model53_xai_reconstructed.json,30,1.0,0.16666666666666666,0.6854752972273344
model53_xai_zeroshot_reconstructed.json,29,1.0,0.1724137931034483,0.6460148371100896
model53_zai_reconstructed.json,30,1.0,0.16666666666666666,0.6854752972273344
model53_zai_zeroshot_reconstructed.json,30,1.0,0.16666666666666666,0.6854752972273344
model57.json,30,1.125,0.1,0.7742127643899996
model57_anthropic_reconstructed.json,30,1.125,0.1,0.7742127643899996
model57_anthropic_zeroshot_reconstructed.json,30,1.125,0.1,0.7742127643899996
model57_deepseek_reconstructed.json,30,1.125,0.1,0.7742127643899996
model57_deepseek_zeroshot_reconstructed.json,28,1.0,0.17857142857142858,0.5578858913022597
model57_xai_reconstructed.json,30,1.125,0.1,0.7742127643899996
model57_xai_zeroshot_reconstructed.json,30,1.125,0.1,0.8566346820627891
model57_zai_reconstructed.json,30,1.125,0.1,0.7742127643899996
model57_zai_zeroshot_reconstructed.json,30,1.125,0.1,0.7742127643899996
model5_anthropic_reconstructed.json,17,1.0,0.17647058823529413,0.6460148371100896
model5_anthropic_zeroshot_reconstructed.json,17,1.0,0.17647058823529413,0.6460148371100896
model5_deepseek_reconstructed.json,18,1.0,0.16666666666666666,0.5802792108518124
model5_deepseek_zeroshot_reconstructed.json,18,1.0,0.16666666666666666,0.6460148371100896
model5_xai_reconstructed.json,17,1.0,0.17647058823529413,0.6460148371100896
model5_xai_zeroshot_reconstructed.json,17,1.0,0.17647058823529413,0.6460148371100896
model5_zai_reconstructed.json,17,1.0,0.17647058823529413,0.6460148371100896
model5_zai_zeroshot_reconstructed.json,17,1.0,0.17647058823529413,0.5802792108518124
model67.json,20,1.0,0.15,0.6309297535714575
model67_anthropic_reconstructed.json,33,1.9,0.030303030303030304,0.9830345099398434
model67_anthropic_zeroshot_reconstructed.json,20,1.0,0.15,0.6309297535714575
model67_deepseek_reconstructed.json,25,1.125,0.08,0.7139509316223278
model67_deepseek_zeroshot_reconstructed.json,21,1.0,0.14285714285714285,0.5904362833084089
model67_xai_reconstructed.json,20,1.0,0.15,0.6309297535714575
model67_xai_zeroshot_reconstructed.json,20,1.0,0.15,0.6309297535714575
model67_zai_reconstructed.json,22,1.0,0.13636363636363635,0.6309297535714575
model67_zai_zeroshot_reconstructed.json,20,1.0,0.15,0.6309297535714575
model70.json,20,1.0,0.2,0.579380164285695
model70_anthropic_reconstructed.json,20,1.0,0.2,0.579380164285695
model70_anthropic_zeroshot_reconstructed.json,20,1.0,0.2,0.579380164285695
model70_deepseek_reconstructed.json,20,1.0,0.2,0.579380164285695
model70_deepseek_zeroshot_reconstructed.json,20,1.0,0.2,0.579380164285695
model70_xai_reconstructed.json,20,1.0,0.2,0.579380164285695
model70_xai_zeroshot_reconstructed.json,19,1.0,0.21052631578947367,0.4591479170272448
model70_zai_reconstructed.json,20,1.0,0.2,0.579380164285695
model70_zai_zeroshot_reconstructed.json,19,1.0,0.21052631578947367,0.6826061944859854
model78.json,20,1.0,0.1,0.7139509316223277
model78_anthropic_reconstructed.json,32,1.7,0.03125,0.9924539456067027
model78_anthropic_zeroshot_reconstructed.json,20,1.0,0.1,0.7139509316223277
model78_deepseek_reconstructed.json,20,1.0,0.1,0.7139509316223277
model78_deepseek_zeroshot_reconstructed.json,22,1.1111111111111112,0.09090909090909091,0.7586044466395969
model78_xai_reconstructed.json,20,1.0,0.1,0.7139509316223277
model78_xai_zeroshot_reconstructed.json,23,1.3,0.043478260869565216,0.7851347742968418
model78_zai_reconstructed.json,20,1.0,0.1,0.7139509316223277
model78_zai_zeroshot_reconstructed.json,20,1.0,0.1,0.7139509316223277
model81.json,30,1.2222222222222223,0.13333333333333333,0.8857362060921822
model81_anthropic_reconstructed.json,30,1.2222222222222223,0.13333333333333333,0.8857362060921822
model81_anthropic_zeroshot_reconstructed.json,30,1.2222222222222223,0.13333333333333333,0.8857362060921822
model81_deepseek_reconstructed.json,30,1.2222222222222223,0.13333333333333333,0.8857362060921822
model81_deepseek_zeroshot_reconstructed.json,29,1.2222222222222223,0.10344827586206896,0.8857362060921822
model81_xai_reconstructed.json,30,1.2222222222222223,0.13333333333333333,0.8857362060921822
model81_xai_zeroshot_reconstructed.json,28,1.1111111111111112,0.10714285714285714,0.8708398188989007
model81_zai_reconstructed.json,30,1.2222222222222223,0.13333333333333333,0.8857362060921822
model81_zai_zeroshot_reconstructed.json,29,1.2222222222222223,0.10344827586206896,0.8857362060921822
model9.json,30,1.0,0.2,0.5404763088546395
model97.json,25,1.4,0.08,0.8405468787811059
model97_anthropic_reconstructed.json,25,1.4,0.08,0.8405468787811059
model97_anthropic_zeroshot_reconstructed.json,25,1.4,0.08,0.8405468787811059
model97_deepseek_reconstructed.json,25,1.4,0.08,0.8405468787811059
model97_deepseek_zeroshot_reconstructed.json,25,1.4,0.08,0.8405468787811059
model97_xai_reconstructed.json,25,1.4,0.08,0.8405468787811059
model97_xai_zeroshot_reconstructed.json,25,1.4,0.08,0.8405468787811059
model97_zai_reconstructed.json,25,1.4,0.08,0.8405468787811059
model97_zai_zeroshot_reconstructed.json,25,1.4,0.08,0.8405468787811059
model9_anthropic_reconstructed.json,30,1.0,0.2,0.5404763088546395
model9_anthropic_zeroshot_reconstructed.json,30,1.0,0.2,0.5404763088546395
model9_deepseek_reconstructed.json,30,1.0,0.2,0.5404763088546395
model9_deepseek_zeroshot_reconstructed.json,31,1.0,0.16129032258064516,0.8107144632819593
model9_xai_reconstructed.json,30,1.0,0.2,0.5404763088546395
